data;café_nome;quantidade;dinheiro;total_vendas;tipo_dinheiro;cartão
26/04/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0136
26/04/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0137
26/04/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0012
26/04/2024;Americano;8;27,92;223,36;cartao;ANON-0000-0000-0012
26/04/2024;Cortado;4;27,92;111,68;cartao;ANON-0000-0000-0138
26/04/2024;Americano;5;27,92;139,6;cartao;ANON-0000-0000-0139
26/04/2024;Hot Chocolate;1;37,72;37,72;cartao;ANON-0000-0000-0009
26/04/2024;Cocoa;4;37,72;150,88;cartao;ANON-0000-0000-0009
27/04/2024;Cappuccino;9;37,72;339,48;cartao;ANON-0000-0000-0009
28/04/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0001
28/04/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0140
28/04/2024;Americano;1;27,92;27,92;cartao;ANON-0000-0000-0012
28/04/2024;Americano;9;27,92;251,28;cartao;ANON-0000-0000-0012
28/04/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0019
29/04/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0141
29/04/2024;Americano;1;27,92;27,92;cartao;ANON-0000-0000-0003
29/04/2024;Cortado;1;27,92;27,92;cartao;ANON-0000-0000-0003
29/04/2024;Cortado;5;27,92;139,6;cartao;ANON-0000-0000-0141
29/04/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0141
29/04/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0140
29/04/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0134
29/04/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0134
30/04/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0142
30/04/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0142
30/04/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0142
30/04/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0142
30/04/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0142
30/04/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0142
30/04/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0142
30/04/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0142
02/05/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0143
02/05/2024;Latte;8;39;312;dinheiro;
02/05/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0133
02/05/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0144
02/05/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0024
02/05/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0145
02/05/2024;Cappuccino;9;37,72;339,48;cartao;ANON-0000-0000-0145
03/05/2024;Latte;2;39;78;dinheiro;
03/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0146
03/05/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0147
06/05/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0148
06/05/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0149
06/05/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0149
06/05/2024;Americano;8;27,92;223,36;cartao;ANON-0000-0000-0150
06/05/2024;Cortado;10;27,92;279,2;cartao;ANON-0000-0000-0141
06/05/2024;Americano;4;29;116;dinheiro;
06/05/2024;Cortado;10;27,92;279,2;cartao;ANON-0000-0000-0148
06/05/2024;Americano;8;27,92;223,36;cartao;ANON-0000-0000-0148
06/05/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0151
06/05/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0151
07/05/2024;Cocoa;5;37,72;188,6;cartao;ANON-0000-0000-0148
07/05/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0141
07/05/2024;Cortado;6;27,92;167,52;cartao;ANON-0000-0000-0077
07/05/2024;Cocoa;6;37,72;226,32;cartao;ANON-0000-0000-0148
07/05/2024;Americano;9;27,92;251,28;cartao;ANON-0000-0000-0152
07/05/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0153
07/05/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0153
07/05/2024;Americano with Milk;8;34;272;dinheiro;
07/05/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0154
07/05/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0154
08/05/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0001
09/05/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0155
09/05/2024;Americano;10;27,92;279,2;cartao;ANON-0000-0000-0156
09/05/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0156
09/05/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0156
09/05/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0156
09/05/2024;Americano;9;27,92;251,28;cartao;ANON-0000-0000-0118
09/05/2024;Americano;8;27,92;223,36;cartao;ANON-0000-0000-0118
09/05/2024;Americano;10;27,92;279,2;cartao;ANON-0000-0000-0157
09/05/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0143
10/05/2024;Latte;10;39;390;dinheiro;
10/05/2024;Latte;8;37,72;301,76;cartao;ANON-0000-0000-0158
10/05/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0158
10/05/2024;Americano with Milk;7;34;238;dinheiro;
11/05/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0069
11/05/2024;Latte;7;39;273;dinheiro;
11/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0009
11/05/2024;Cocoa;9;37,72;339,48;cartao;ANON-0000-0000-0026
11/05/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0040
11/05/2024;Americano with Milk;2;32,82;65,64;cartao;ANON-0000-0000-0012
11/05/2024;Cappuccino;5;37,72;188,6;cartao;ANON-0000-0000-0115
11/05/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0159
12/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0001
12/05/2024;Latte;10;37,72;377,2;cartao;ANON-0000-0000-0160
12/05/2024;Americano;3;27,92;83,76;cartao;ANON-0000-0000-0161
12/05/2024;Latte;8;37,72;301,76;cartao;ANON-0000-0000-0077
12/05/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0162
12/05/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0163
12/05/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0012
12/05/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0009
13/05/2024;Americano with Milk;7;32,82;229,74;cartao;ANON-0000-0000-0164
13/05/2024;Americano;6;29;174;dinheiro;
13/05/2024;Americano;2;29;58;dinheiro;
14/05/2024;Americano;1;27,92;27,92;cartao;ANON-0000-0000-0012
14/05/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0012
14/05/2024;Americano;5;27,92;139,6;cartao;ANON-0000-0000-0012
14/05/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0012
14/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0165
14/05/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0165
14/05/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0025
14/05/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0009
14/05/2024;Americano;8;27,92;223,36;cartao;ANON-0000-0000-0040
14/05/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0166
14/05/2024;Cappuccino;6;37,72;226,32;cartao;ANON-0000-0000-0166
14/05/2024;Hot Chocolate;10;37,72;377,2;cartao;ANON-0000-0000-0167
15/05/2024;Latte;9;37,72;339,48;cartao;ANON-0000-0000-0168
15/05/2024;Espresso;10;23,02;230,2;cartao;ANON-0000-0000-0012
15/05/2024;Americano;3;27,92;83,76;cartao;ANON-0000-0000-0012
15/05/2024;Americano;9;27,92;251,28;cartao;ANON-0000-0000-0003
15/05/2024;Americano;6;27,92;167,52;cartao;ANON-0000-0000-0003
15/05/2024;Americano;4;27,92;111,68;cartao;ANON-0000-0000-0003
15/05/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0164
15/05/2024;Americano;10;29;290;dinheiro;
15/05/2024;Cortado;2;27,92;55,84;cartao;ANON-0000-0000-0169
15/05/2024;Cortado;3;27,92;83,76;cartao;ANON-0000-0000-0012
15/05/2024;Espresso;4;23,02;92,08;cartao;ANON-0000-0000-0170
15/05/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0171
16/05/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0097
16/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0172
16/05/2024;Latte;1;39;39;dinheiro;
16/05/2024;Cappuccino;6;39;234;dinheiro;
16/05/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0173
16/05/2024;Hot Chocolate;7;37,72;264,04;cartao;ANON-0000-0000-0174
16/05/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0069
16/05/2024;Hot Chocolate;1;37,72;37,72;cartao;ANON-0000-0000-0175
16/05/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0175
17/05/2024;Americano;1;27,92;27,92;cartao;ANON-0000-0000-0033
17/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0164
17/05/2024;Americano with Milk;7;34;238;dinheiro;
17/05/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0012
17/05/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0009
17/05/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0176
17/05/2024;Americano;3;27,92;83,76;cartao;ANON-0000-0000-0177
17/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0178
17/05/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0179
18/05/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0180
18/05/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0180
18/05/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0181
18/05/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0172
18/05/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0097
18/05/2024;Americano with Milk;2;32,82;65,64;cartao;ANON-0000-0000-0040
18/05/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0009
18/05/2024;Cappuccino;6;39;234;dinheiro;
19/05/2024;Americano;1;27,92;27,92;cartao;ANON-0000-0000-0182
19/05/2024;Americano;1;27,92;27,92;cartao;ANON-0000-0000-0182
19/05/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0183
19/05/2024;Espresso;7;24;168;dinheiro;
19/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0184
19/05/2024;Americano;8;27,92;223,36;cartao;ANON-0000-0000-0012
19/05/2024;Americano with Milk;7;32,82;229,74;cartao;ANON-0000-0000-0185
19/05/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0186
19/05/2024;Espresso;3;23,02;69,06;cartao;ANON-0000-0000-0186
19/05/2024;Hot Chocolate;6;37,72;226,32;cartao;ANON-0000-0000-0186
19/05/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0187
19/05/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0188
19/05/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0189
20/05/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0190
20/05/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0191
20/05/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0001
20/05/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0143
20/05/2024;Americano;5;27,92;139,6;cartao;ANON-0000-0000-0143
20/05/2024;Americano;4;27,92;111,68;cartao;ANON-0000-0000-0003
20/05/2024;Americano;10;27,92;279,2;cartao;ANON-0000-0000-0003
20/05/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0192
20/05/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0192
20/05/2024;Americano;2;29;58;dinheiro;
20/05/2024;Latte;9;37,72;339,48;cartao;ANON-0000-0000-0120
20/05/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0193
20/05/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0194
20/05/2024;Cocoa;8;37,72;301,76;cartao;ANON-0000-0000-0194
20/05/2024;Cortado;5;27,92;139,6;cartao;ANON-0000-0000-0195
20/05/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0012
20/05/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0012
21/05/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0196
21/05/2024;Americano;8;29;232;dinheiro;
21/05/2024;Americano with Milk;10;34;340;dinheiro;
21/05/2024;Cocoa;10;39;390;dinheiro;
21/05/2024;Latte;8;39;312;dinheiro;
21/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0197
21/05/2024;Espresso;2;23,02;46,04;cartao;ANON-0000-0000-0012
21/05/2024;Cappuccino;9;37,72;339,48;cartao;ANON-0000-0000-0198
21/05/2024;Cappuccino;5;37,72;188,6;cartao;ANON-0000-0000-0199
22/05/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0200
22/05/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0191
22/05/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0141
22/05/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0097
22/05/2024;Americano;7;27,92;195,44;cartao;ANON-0000-0000-0012
22/05/2024;Americano;4;27,92;111,68;cartao;ANON-0000-0000-0012
22/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0009
22/05/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0134
22/05/2024;Cappuccino;9;37,72;339,48;cartao;ANON-0000-0000-0134
22/05/2024;Hot Chocolate;7;37,72;264,04;cartao;ANON-0000-0000-0180
22/05/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0180
23/05/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0201
23/05/2024;Espresso;9;23,02;207,18;cartao;ANON-0000-0000-0202
23/05/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0180
23/05/2024;Cappuccino;5;37,72;188,6;cartao;ANON-0000-0000-0203
23/05/2024;Cappuccino;6;37,72;226,32;cartao;ANON-0000-0000-0180
23/05/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0077
23/05/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0153
23/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0153
23/05/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0204
23/05/2024;Cappuccino;9;37,72;339,48;cartao;ANON-0000-0000-0134
23/05/2024;Cappuccino;9;37,72;339,48;cartao;ANON-0000-0000-0205
23/05/2024;Cappuccino;5;37,72;188,6;cartao;ANON-0000-0000-0206
23/05/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0207
23/05/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0207
23/05/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0208
23/05/2024;Hot Chocolate;1;39;39;dinheiro;
24/05/2024;Cortado;9;27,92;251,28;cartao;ANON-0000-0000-0141
24/05/2024;Americano;7;27,92;195,44;cartao;ANON-0000-0000-0012
24/05/2024;Americano;4;27,92;111,68;cartao;ANON-0000-0000-0012
24/05/2024;Hot Chocolate;10;37,72;377,2;cartao;ANON-0000-0000-0081
24/05/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0209
24/05/2024;Cortado;6;27,92;167,52;cartao;ANON-0000-0000-0209
24/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0210
25/05/2024;Americano;1;29;29;dinheiro;
25/05/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0211
25/05/2024;Americano;9;29;261;dinheiro;
25/05/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0212
25/05/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0212
25/05/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0213
25/05/2024;Americano with Milk;7;32,82;229,74;cartao;ANON-0000-0000-0040
25/05/2024;Americano;5;27,92;139,6;cartao;ANON-0000-0000-0040
26/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0001
26/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0214
26/05/2024;Cortado;9;27,92;251,28;cartao;ANON-0000-0000-0215
26/05/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0216
26/05/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0217
26/05/2024;Hot Chocolate;9;37,72;339,48;cartao;ANON-0000-0000-0218
26/05/2024;Hot Chocolate;3;37,72;113,16;cartao;ANON-0000-0000-0218
26/05/2024;Americano;7;27,92;195,44;cartao;ANON-0000-0000-0218
26/05/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0219
26/05/2024;Hot Chocolate;4;37,72;150,88;cartao;ANON-0000-0000-0220
26/05/2024;Cappuccino;5;37,72;188,6;cartao;ANON-0000-0000-0220
26/05/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0221
26/05/2024;Cappuccino;6;37,72;226,32;cartao;ANON-0000-0000-0222
26/05/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0221
26/05/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0223
27/05/2024;Americano;10;27,92;279,2;cartao;ANON-0000-0000-0012
27/05/2024;Americano with Milk;2;32,82;65,64;cartao;ANON-0000-0000-0224
27/05/2024;Cocoa;9;37,72;339,48;cartao;ANON-0000-0000-0224
27/05/2024;Americano;10;27,92;279,2;cartao;ANON-0000-0000-0225
27/05/2024;Americano;7;27,92;195,44;cartao;ANON-0000-0000-0225
27/05/2024;Latte;8;37,72;301,76;cartao;ANON-0000-0000-0203
27/05/2024;Americano;9;27,92;251,28;cartao;ANON-0000-0000-0226
27/05/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0227
27/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0228
27/05/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0192
27/05/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0206
28/05/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0012
28/05/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0097
28/05/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0229
28/05/2024;Cappuccino;9;37,72;339,48;cartao;ANON-0000-0000-0230
28/05/2024;Cocoa;5;37,72;188,6;cartao;ANON-0000-0000-0194
28/05/2024;Cortado;8;27,92;223,36;cartao;ANON-0000-0000-0141
28/05/2024;Cappuccino;9;39;351;dinheiro;
28/05/2024;Americano;8;27,92;223,36;cartao;ANON-0000-0000-0231
28/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0231
28/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0009
28/05/2024;Americano;9;27,92;251,28;cartao;ANON-0000-0000-0012
29/05/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0232
29/05/2024;Latte;9;39;351;dinheiro;
29/05/2024;Hot Chocolate;10;37,72;377,2;cartao;ANON-0000-0000-0233
29/05/2024;Americano;8;27,92;223,36;cartao;ANON-0000-0000-0234
29/05/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0235
29/05/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0236
29/05/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0237
29/05/2024;Cortado;5;27,92;139,6;cartao;ANON-0000-0000-0238
29/05/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0238
29/05/2024;Hot Chocolate;8;37,72;301,76;cartao;ANON-0000-0000-0239
29/05/2024;Cocoa;5;37,72;188,6;cartao;ANON-0000-0000-0240
30/05/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0241
30/05/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0241
30/05/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0242
30/05/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0001
30/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0097
30/05/2024;Espresso;6;23,02;138,12;cartao;ANON-0000-0000-0243
30/05/2024;Espresso;6;23,02;138,12;cartao;ANON-0000-0000-0012
30/05/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0206
30/05/2024;Latte;8;37,72;301,76;cartao;ANON-0000-0000-0244
30/05/2024;Hot Chocolate;6;37,72;226,32;cartao;ANON-0000-0000-0009
30/05/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0009
31/05/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0245
31/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0246
31/05/2024;Latte;9;39;351;dinheiro;
31/05/2024;Hot Chocolate;8;37,72;301,76;cartao;ANON-0000-0000-0247
31/05/2024;Cocoa;5;37,72;188,6;cartao;ANON-0000-0000-0248
31/05/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0249
31/05/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0250
31/05/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0250
31/05/2024;Cappuccino;9;37,72;339,48;cartao;ANON-0000-0000-0180
31/05/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0134
31/05/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0134
31/05/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0206
31/05/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0206
31/05/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0206
01/06/2024;Cortado;10;27,92;279,2;cartao;ANON-0000-0000-0141
01/06/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0232
01/06/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0250
01/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0097
01/06/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0251
01/06/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0251
01/06/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0154
01/06/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0154
01/06/2024;Cocoa;6;39;234;dinheiro;
01/06/2024;Cocoa;8;37,72;301,76;cartao;ANON-0000-0000-0252
01/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0009
02/06/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0009
02/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0040
02/06/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0040
02/06/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0097
02/06/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0253
02/06/2024;Americano with Milk;4;34;136;dinheiro;
03/06/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0001
03/06/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0191
03/06/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0025
03/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0024
03/06/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0009
03/06/2024;Americano with Milk;10;34;340;dinheiro;
03/06/2024;Americano with Milk;1;34;34;dinheiro;
04/06/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0141
04/06/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0097
04/06/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0254
04/06/2024;Hot Chocolate;7;37,72;264,04;cartao;ANON-0000-0000-0254
04/06/2024;Latte;10;37,72;377,2;cartao;ANON-0000-0000-0255
04/06/2024;Cortado;8;27,92;223,36;cartao;ANON-0000-0000-0192
04/06/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0192
04/06/2024;Hot Chocolate;9;37,72;339,48;cartao;ANON-0000-0000-0256
04/06/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0257
04/06/2024;Cortado;5;27,92;139,6;cartao;ANON-0000-0000-0258
04/06/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0259
04/06/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0260
04/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0260
04/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0260
05/06/2024;Cappuccino;6;37,72;226,32;cartao;ANON-0000-0000-0261
05/06/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0261
05/06/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0262
05/06/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0001
05/06/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0097
05/06/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0263
05/06/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0264
05/06/2024;Cocoa;9;37,72;339,48;cartao;ANON-0000-0000-0220
05/06/2024;Cortado;10;27,92;279,2;cartao;ANON-0000-0000-0220
06/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0097
06/06/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0097
06/06/2024;Latte;8;37,72;301,76;cartao;ANON-0000-0000-0001
06/06/2024;Americano;1;27,92;27,92;cartao;ANON-0000-0000-0265
06/06/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0224
06/06/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0266
06/06/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0267
06/06/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0267
06/06/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0206
06/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0206
06/06/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0267
07/06/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0268
07/06/2024;Espresso;10;23,02;230,2;cartao;ANON-0000-0000-0269
07/06/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0164
07/06/2024;Cortado;3;27,92;83,76;cartao;ANON-0000-0000-0270
